Model,MAE Total,MAE Margin,Brier Win,Composite,Stability (Std)
CatBoost,15.365627412986097,11.22086576032218,0.23032196163347377,0.7583650364842582,0.03473028686774959
XGBoost,15.315137036641438,11.264609938392725,0.23511852754234075,0.766713467043024,0.0381203326678024
Ensemble,15.340382224813768,11.242737849357454,0.23272024458790724,0.7643826460713317,0.0
