state,rank,model,mae_total,mae_margin,rmse_total,ece_win,brier_win,stability_std_mae_total,folds
halftime,1,catboost,7.957801630779571,3.853197647320881,10.866465397879615,,0.10227402449511054,1.481461931452568,51
halftime,2,xgboost,8.065575025595871,4.13393747962557,10.998048448090412,,0.1012163406113482,1.5929934239808718,51
