fold,model,n_train,n_test,tuned,tune_score,params,mae_total,rmse_total,mae_margin,rmse_margin,pi80_cov_total,pi80_cov_margin,pi80_width_total,pi80_width_margin,brier_win,sigma_total,sigma_margin,sigma_k_total,sigma_k_margin,n_cal
15,xgboost,3600,200,True,22.594911736581388,"{""colsample_bytree"": 0.8097698521349923, ""learning_rate"": 0.04105700691078513, ""max_depth"": 3, ""min_child_weight"": 8.099064011291816, ""n_estimators"": 400, ""reg_lambda"": 0.26828817085194545, ""subsample"": 0.6747287149410228}",6.463711547851562,8.091080426830983,4.285922000994906,5.288875797278341,0.345,0.45,6.883758544921875,6.384482383728027,0.15904753456769857,2.6857104857661214,2.490918912284881,0.5,0.9736800273595954,540.0
15,catboost,3600,200,True,22.559269781588785,"{""depth"": 4, ""iterations"": 1900, ""l2_leaf_reg"": 10.016401065738716, ""learning_rate"": 0.039683902695021984, ""random_seed"": 57, ""subsample"": 0.7063453955198863}",6.937750157826054,8.239207761787924,3.2953718735032327,4.4328479051943,0.315,0.64,7.522831925140723,7.035078459928936,0.12344856527959581,2.9350484706964814,2.744750445113518,1.295192457541559,2.622255215146119,540.0
16,xgboost,3800,200,True,22.436345161730276,"{""colsample_bytree"": 0.859123863164652, ""learning_rate"": 0.017471263163300384, ""max_depth"": 3, ""min_child_weight"": 9.980262862591674, ""n_estimators"": 1700, ""reg_lambda"": 2.2924057025871356, ""subsample"": 0.6844826789394959}",7.3434453964233395,9.303433917169674,3.242225033789873,4.171675248515406,0.3,0.63,6.662628173828125,6.690155029296875,0.06732309314321584,2.5994360839641812,2.610178316314041,0.6673143365044129,1.4708391277663666,570.0
16,catboost,3800,200,True,22.855543940553936,"{""depth"": 4, ""iterations"": 600, ""l2_leaf_reg"": 1.9150125800445301, ""learning_rate"": 0.105304170756977, ""random_seed"": 58, ""subsample"": 0.731028171869134}",6.794732464717353,9.303319654645795,3.3011200803213643,4.337309309711823,0.41,0.615,7.354242627215569,7.286999189756837,0.08750225048340945,2.869273006619269,2.8430378400966627,1.243201811597199,2.562348562510456,570.0
17,xgboost,4000,200,True,22.127866986307993,"{""colsample_bytree"": 0.8375480366620702, ""learning_rate"": 0.015412864669284959, ""max_depth"": 3, ""min_child_weight"": 9.229650251508906, ""n_estimators"": 1200, ""reg_lambda"": 0.2728150600247086, ""subsample"": 0.797585609378152}",8.272839965820312,10.372733069454474,3.793826340814121,4.696408407211907,0.315,0.48,6.644669055938721,6.489955902099609,0.10509234162878016,2.5924323507068356,2.5320699536175555,0.5,1.0326561712338989,600.0
17,catboost,4000,200,True,22.234981581179976,"{""depth"": 4, ""iterations"": 3100, ""l2_leaf_reg"": 6.7662992080041535, ""learning_rate"": 0.02882224613207973, ""random_seed"": 59, ""subsample"": 0.7402894947869015}",8.290205696379996,10.262676520404131,2.8915025564320844,3.682944748925659,0.295,0.655,7.021834305942082,6.745551670667132,0.08478573887212988,2.7395832109799354,2.6317909680835134,1.4780467763572078,3.0,600.0
18,xgboost,4200,200,True,21.63956233456434,"{""colsample_bytree"": 0.7767740897942265, ""learning_rate"": 0.03131149584331652, ""max_depth"": 3, ""min_child_weight"": 6.366456003420212, ""n_estimators"": 700, ""reg_lambda"": 1.3087888124527502, ""subsample"": 0.7039699308234972}",6.815303039550781,8.817926808870364,3.6327369537949563,4.879204191692773,0.295,0.62,6.5630645751953125,6.402514457702637,0.06539769976892146,2.5605952537203813,2.497954417916033,0.5213901323955563,1.1127930362428835,630.0
18,catboost,4200,200,True,21.672118347035394,"{""depth"": 4, ""iterations"": 1700, ""l2_leaf_reg"": 1.52705739882196, ""learning_rate"": 0.033016958981037216, ""random_seed"": 60, ""subsample"": 0.6931876797380364}",6.677880508680858,8.781022022846413,3.1061648091293717,4.0883405960594725,0.365,0.69,7.159168741812863,7.039195381451561,0.07037262411618668,2.79316452583418,2.7463566705800977,0.9777208829179145,2.0226546764431914,630.0
19,xgboost,4400,200,True,21.43417310200322,"{""colsample_bytree"": 0.8932895357143621, ""learning_rate"": 0.04399951225191676, ""max_depth"": 3, ""min_child_weight"": 6.057673378024094, ""n_estimators"": 500, ""reg_lambda"": 4.89644774079654, ""subsample"": 0.7187682935903879}",7.594072971343994,11.998548289276478,3.589366080015898,4.6162783379428385,0.26,0.52,6.599074840545654,6.293254852294922,0.10266383860778834,2.5746409166145816,2.4553264862650055,0.5,1.0445022447914278,660.0
19,catboost,4400,200,True,23.132107450659003,"{""depth"": 4, ""iterations"": 3200, ""l2_leaf_reg"": 1.0715847366154498, ""learning_rate"": 0.060099531357713315, ""random_seed"": 61, ""subsample"": 0.9020117110421252}",6.258740445707617,7.956656452595049,3.234505858088448,4.040110297357204,0.215,0.125,3.7415088033740744,1.3753083064705813,0.08194823799601295,1.4597574159195494,0.5365793868333885,3.0,3.0,660.0
20,xgboost,4600,200,True,21.29857178822928,"{""colsample_bytree"": 0.7547468638053758, ""learning_rate"": 0.01715966432983039, ""max_depth"": 3, ""min_child_weight"": 9.40868072611828, ""n_estimators"": 1500, ""reg_lambda"": 1.355280846896339, ""subsample"": 0.7445493200637074}",8.524745445251465,12.506948457282535,3.444012629985809,4.494696147636981,0.25,0.575,6.463730335235596,6.356834888458252,0.10041908668905583,2.521837518320271,2.4801327310994523,0.540516154380289,1.174165026555025,690.0
20,catboost,4600,200,True,22.23962185303076,"{""depth"": 5, ""iterations"": 1400, ""l2_leaf_reg"": 1.8167773572794843, ""learning_rate"": 0.04637551707540976, ""random_seed"": 62, ""subsample"": 0.9837101344725036}",8.695521267636996,12.793765720361352,3.162223328948244,3.9426437847490723,0.325,0.435,7.68563076838376,4.985656216803591,0.1259053056631796,2.9985647768756456,1.9451641084316875,2.112367423449234,3.0,690.0
21,xgboost,4800,200,True,21.750052247505046,"{""colsample_bytree"": 0.6906213620813213, ""learning_rate"": 0.037993811889912237, ""max_depth"": 3, ""min_child_weight"": 5.826680428287223, ""n_estimators"": 500, ""reg_lambda"": 0.331811068259551, ""subsample"": 0.6908913394153068}",9.89514991760254,18.681755040565026,3.6077243239432573,4.657186718059758,0.3,0.62,7.1590576171875,6.2475738525390625,0.0723828150545859,2.79312218648569,2.437503774999778,0.5,0.9426503926539945,720.0
21,catboost,4800,200,True,21.44248432585946,"{""depth"": 4, ""iterations"": 1900, ""l2_leaf_reg"": 8.785573895119166, ""learning_rate"": 0.0490170066603267, ""random_seed"": 63, ""subsample"": 0.8522577710408699}",9.55774712867084,17.86990352335416,2.9795928660340367,3.7645383991888774,0.325,0.675,7.449756128569732,6.931488492083751,0.07487038713513763,2.9065377971755435,2.704334604412967,1.2288905535623373,2.638406444628577,720.0
22,xgboost,5000,200,True,22.044455355551868,"{""colsample_bytree"": 0.9962655184610891, ""learning_rate"": 0.025214647377492922, ""max_depth"": 3, ""min_child_weight"": 9.612633641876702, ""n_estimators"": 1200, ""reg_lambda"": 2.760692901373015, ""subsample"": 0.7357756063521896}",6.868811950683594,9.519266185895049,4.3257909321784975,5.471171672785547,0.37,0.435,6.725052356719971,6.372931003570557,0.13188150446570726,2.623794374969432,2.486412075144575,0.5646659888533653,1.277038147924278,750.0
22,catboost,5000,200,True,21.258660572838075,"{""depth"": 4, ""iterations"": 2400, ""l2_leaf_reg"": 2.5504934866570457, ""learning_rate"": 0.015060900091404351, ""random_seed"": 64, ""subsample"": 0.7257555519256818}",6.6325581446926165,9.294166967210336,3.723434103571052,4.720351329542288,0.325,0.52,6.688368131675304,6.371879240529218,0.1163790223260288,2.6094806918023066,2.486001894828736,0.5540658949964614,1.190726523774694,750.0
23,xgboost,5200,200,True,21.747563227828554,"{""colsample_bytree"": 0.6746499637790139, ""learning_rate"": 0.022904485396151406, ""max_depth"": 3, ""min_child_weight"": 4.9779770515987325, ""n_estimators"": 1500, ""reg_lambda"": 1.6585299741511799, ""subsample"": 0.8199430464877283}",7.6864455032348635,9.375758973586583,3.716409801635891,4.457282161687293,0.27,0.41,6.831679821014404,6.40492057800293,0.07925210215631162,2.6653921572892583,2.4988929160223936,0.6047987696798302,1.3511597645478814,780.0
23,catboost,5200,200,True,21.169280171559585,"{""depth"": 4, ""iterations"": 1200, ""l2_leaf_reg"": 4.0357062238148975, ""learning_rate"": 0.04293362533641392, ""random_seed"": 65, ""subsample"": 0.818700071086764}",8.61855186668896,10.507231922138045,3.4391831090366396,4.042248428125849,0.24,0.48,6.921215873755929,6.562081489477021,0.07112739450121182,2.7003267210768613,2.5602096965518655,0.6906785658325943,1.5129788294991178,780.0
24,xgboost,5400,200,True,21.255056019718744,"{""colsample_bytree"": 0.9675965945846059, ""learning_rate"": 0.01720122584589257, ""max_depth"": 3, ""min_child_weight"": 7.272577849021139, ""n_estimators"": 1700, ""reg_lambda"": 7.354861695474934, ""subsample"": 0.66889753732206}",7.263442306518555,9.036627401888259,3.690755289234221,4.464078088903033,0.235,0.48,6.897918701171875,6.1980462074279785,0.05685484334353718,2.691236561842045,2.4181805581752953,0.5212138079328892,1.138789373846712,810.0
24,catboost,5400,200,True,20.63448576279452,"{""depth"": 4, ""iterations"": 1700, ""l2_leaf_reg"": 1.2314100303030486, ""learning_rate"": 0.019072107330628443, ""random_seed"": 66, ""subsample"": 0.6804244595062112}",7.394362657458553,9.243977127548987,3.2078623409513534,3.869557897597803,0.215,0.64,6.684489238982933,6.324725368012426,0.04009486584355937,2.607967333777288,2.4676047137146253,0.51365423372265,1.0852479536448978,810.0
25,xgboost,5600,200,True,21.7432950126243,"{""colsample_bytree"": 0.9593022945506198, ""learning_rate"": 0.031823700526625566, ""max_depth"": 3, ""min_child_weight"": 8.419463890619728, ""n_estimators"": 800, ""reg_lambda"": 2.9969807752413424, ""subsample"": 0.7618481263210787}",7.516411781311035,9.637922738719324,4.3228945686959195,5.377277443604276,0.22,0.45,6.8894805908203125,6.297635555267334,0.058340464943269804,2.6879443023893668,2.4570353760009365,0.5,1.091006488537258,840.0
25,catboost,5600,200,True,21.051949467076074,"{""depth"": 4, ""iterations"": 1600, ""l2_leaf_reg"": 2.76707058995936, ""learning_rate"": 0.02560971035873992, ""random_seed"": 67, ""subsample"": 0.7942890580340887}",7.78846676112244,9.8217735221742,3.6402529152442162,4.512245001464889,0.24,0.5,6.690350989376327,6.425112610011476,0.04405040114254208,2.610254307844897,2.50677100428694,0.5644195381386864,1.2325177127636575,840.0
26,xgboost,5800,200,True,21.2771469370752,"{""colsample_bytree"": 0.7240711639570386, ""learning_rate"": 0.01684514425691179, ""max_depth"": 3, ""min_child_weight"": 9.03529418208047, ""n_estimators"": 1300, ""reg_lambda"": 1.2138547947922653, ""subsample"": 0.6738072093147367}",8.271432266235351,11.828735870188432,3.841312414109707,4.974205434942846,0.365,0.495,7.473907470703125,6.389617919921875,0.06789303325862674,2.915957856416856,2.492923051016205,0.5,0.9914835120989755,870.0
26,catboost,5800,200,True,21.98992139908733,"{""depth"": 4, ""iterations"": 1400, ""l2_leaf_reg"": 5.695543770118979, ""learning_rate"": 0.08037345393228648, ""random_seed"": 68, ""subsample"": 0.9765136080735393}",7.792254908328689,11.304575806964056,3.929339316831057,5.227239009696679,0.37,0.575,7.469313996089397,7.056554566935848,0.08831770544838086,2.914168339732507,2.7531293927830123,1.3626654506814198,3.0,870.0
27,xgboost,6000,200,True,20.95768678587887,"{""colsample_bytree"": 0.7067865969294457, ""learning_rate"": 0.020381867129091444, ""max_depth"": 3, ""min_child_weight"": 4.1608112891469355, ""n_estimators"": 1200, ""reg_lambda"": 5.89641488408539, ""subsample"": 0.6946872788666577}",7.872960166931152,10.411645730858535,3.964422371685505,4.994631251582027,0.35,0.43,7.459692478179932,6.296031475067139,0.1244079607050727,2.910415098497382,2.456409761035355,0.5,0.9995030167103643,900.0
27,catboost,6000,200,True,20.43423362133911,"{""depth"": 4, ""iterations"": 1100, ""l2_leaf_reg"": 1.3178916912002039, ""learning_rate"": 0.021371140063203876, ""random_seed"": 69, ""subsample"": 0.7723244695369055}",8.71462703713832,10.945605743414868,3.5981680637595552,4.505565320621403,0.265,0.44,8.014618922653597,6.2124687306012705,0.10774482394565349,3.1269201872683734,2.4238075539165904,0.5,0.873375282235087,900.0
28,xgboost,6200,200,True,20.846771581690454,"{""colsample_bytree"": 0.8798588936006212, ""learning_rate"": 0.03676035929601987, ""max_depth"": 3, ""min_child_weight"": 8.751728000571863, ""n_estimators"": 900, ""reg_lambda"": 6.52949926820839, ""subsample"": 0.7599297195498852}",8.12795036315918,10.203178836418019,4.160743778049945,5.311130248846693,0.245,0.52,6.624466419219971,6.411287784576416,0.060467966742055124,2.5845499287275002,2.501377477963758,0.5,1.1869906736097424,930.0
28,catboost,6200,200,True,20.99764174399464,"{""depth"": 5, ""iterations"": 2700, ""l2_leaf_reg"": 6.210738522928933, ""learning_rate"": 0.022042542866382478, ""random_seed"": 70, ""subsample"": 0.6940811695917677}",8.487695772247742,10.423515949706639,3.682747990961533,4.734603524824726,0.195,0.52,7.0071200777375955,6.989092893379908,0.05447685938571446,2.733842424342827,2.7268090809946717,0.9214274419193952,2.119852085449708,930.0
29,xgboost,6400,200,True,20.69641363867393,"{""colsample_bytree"": 0.6515372856097399, ""learning_rate"": 0.017679633657323123, ""max_depth"": 3, ""min_child_weight"": 1.9311780340777775, ""n_estimators"": 1700, ""reg_lambda"": 7.95565143378829, ""subsample"": 0.7446195590027325}",7.439046630859375,10.216917231920856,3.350984953045845,4.412921303328876,0.445,0.59,7.154922008514404,6.385550022125244,0.06760798267961345,2.7915053759631903,2.4913354177191898,0.5,1.0867437849986166,960.0
29,catboost,6400,200,True,20.89798464925129,"{""depth"": 4, ""iterations"": 1500, ""l2_leaf_reg"": 4.442286966219056, ""learning_rate"": 0.0665726926830224, ""random_seed"": 71, ""subsample"": 0.6976923642741887}",7.304052927874607,10.212139065980484,3.1685683311325215,4.2825678681750095,0.395,0.63,6.975040781818078,7.132392137298834,0.09059254683895362,2.721326620538285,2.7827175780741586,0.9935032314188571,2.362159409765415,960.0
30,xgboost,6600,200,True,20.67902669949351,"{""colsample_bytree"": 0.8386430297497414, ""learning_rate"": 0.02021688767273768, ""max_depth"": 3, ""min_child_weight"": 3.3768962302043466, ""n_estimators"": 1500, ""reg_lambda"": 6.431426592638536, ""subsample"": 0.6740584384970226}",9.233305625915527,11.246981526334379,3.418558165729046,3.939853627180136,0.18,0.455,7.05938720703125,6.382657527923584,0.11818539341307367,2.7542337096339247,2.490206837326157,0.5,1.1088287299453183,990.0
