game_id,home_team_id,away_team_id,pred_total,actual_total,total_error,pred_margin,actual_margin,margin_error,pred_win_prob,pred_winner,actual_winner,correct_winner
0042400407,1610612760.0,1610612754.0,104.39846026938856,99.0,5.398460269388565,11.08046702716546,13.0,-1.9195329728345403,0.9999989128241772,1,1,1
0042400407,1610612760.0,1610612754.0,104.35405291621902,99.0,5.354052916219018,11.110754894051203,13.0,-1.8892451059487971,0.9999989801579305,1,1,1
0042400407,1610612760.0,1610612754.0,104.18037397762477,99.0,5.180373977624768,11.072245638793595,13.0,-1.9277543612064054,0.9999988938226672,1,1,1
0042400407,1610612760.0,1610612754.0,104.13596662445521,99.0,5.135966624455207,11.102533505679338,13.0,-1.8974664943206623,0.9999989622877401,1,1,1
