fold,model,n_train,n_test,pi_method,mae_total,rmse_total,mae_margin,rmse_margin,pi80_cov_total,pi80_cov_margin,pi80_width_total,pi80_width_margin,brier_ml,ece_ml,brier_total_over,ece_total_over,brier_spread_home,ece_spread_home,roi,n_bets,max_drawdown
1,ridge,500,200,normal,11.71740617097055,15.44132407712658,9.42020081126466,11.748096815458315,0.74,0.78,32.94694704379118,27.21190287131657,0.14735191280469956,0.07680646680517189,0.14249202641616782,0.08924446190896773,0.1993941845292995,0.12053961860258953,,,
1,random_forest,500,200,normal,11.776749208152962,15.529668995348457,9.578583367223054,11.872703107011702,0.43,0.355,15.127512183681688,12.00699940869845,0.16426241439078695,0.12674848730297547,0.15249295595720114,0.1376533123079259,0.20868542682034105,0.1393768788854654,,,
1,gbt,500,200,normal,12.583922051690283,16.333484313836454,10.707355459597999,13.249824135666824,0.16,0.14,6.315562178261614,5.116577745440321,0.21954904386627042,0.22004162659068943,0.17181775167437865,0.16798224127596534,0.34927775364149466,0.3766715962465136,,,
2,ridge,700,200,normal,12.554756233057782,18.76752739579061,9.626193366977253,11.817120294048182,0.78,0.73,34.542120741709994,27.88236762080771,0.17782859854244037,0.052741635160030095,0.16006704600198846,0.07105450062551408,0.18503829978857772,0.051563444889258646,,,
2,random_forest,700,200,normal,13.32618416937229,20.558842029004154,9.585661286630037,11.789883247534705,0.425,0.395,15.382664852706766,12.164133309052907,0.21148218130966842,0.162119655859608,0.18446918414101168,0.13048916621482715,0.21618827370602092,0.16964905797060287,,,
2,gbt,700,200,normal,13.955663135017558,21.13400972457597,10.199881580070905,12.608604249421617,0.235,0.2,8.293269090329572,6.628079139182319,0.24318140760201204,0.24424446711336423,0.23221411643503082,0.22405434435251986,0.2716522883979668,0.2618067886130133,,,
3,ridge,900,200,normal,10.666790405909742,13.802084559565476,9.011702792465886,10.739132033827174,0.8,0.785,37.13803605636758,28.18625310050601,0.17176258554999677,0.06689033113520318,0.20650383546746492,0.17931527708427214,0.18131963837790582,0.11998718572636664,,,
3,random_forest,900,200,normal,10.644349657217786,13.468532523248813,9.09634776015651,10.967464242577195,0.49,0.405,16.212343118373553,12.227299493113573,0.2078053894520435,0.17831213061847043,0.22095396959691121,0.19474161027016093,0.22157820493792987,0.2161619602679693,,,
3,gbt,900,200,normal,11.2456809151455,14.504020323063045,9.368467290878236,11.749046438644573,0.43,0.285,14.608621337013414,7.5510804810719465,0.2373996162374861,0.2151036453250234,0.22822298826057633,0.23906360291749995,0.264183786222458,0.24783801018397353,,,
4,ridge,1100,200,normal,11.567014339055019,17.3406721388754,8.138446022683425,10.657715097980716,0.81,0.835,36.669714668480026,28.032680473429192,0.14543280811941403,0.07315109015536578,0.16380068007749465,0.09630683803646777,0.19002076853946007,0.07514611941287945,,,
