fold,model,n_train,n_test,pi_method,mae_total,rmse_total,mae_margin,rmse_margin,pi80_cov_total,pi80_cov_margin,pi80_width_total,pi80_width_margin,brier_ml,ece_ml,brier_total_over,ece_total_over,brier_spread_home,ece_spread_home,roi,n_bets,max_drawdown
4,random_forest,1100,200,normal,11.36590031714813,16.14022118955984,8.188211408591409,10.395358398777725,0.435,0.475,15.889306356738446,12.131977688557361,0.15410682546052842,0.11416825316279595,0.1795676585110469,0.1340065879647535,0.21786383013385172,0.18486979628008157,,,
4,gbt,1100,200,normal,12.204341477141284,17.087980855463965,8.724809890841412,10.97815420703605,0.405,0.365,15.51270974009631,9.611409294658854,0.17894042682062442,0.15054347439861118,0.19684574379930664,0.17005015572776824,0.23203274009343242,0.20071657774933493,,,
5,ridge,1300,200,normal,12.734737261907094,15.311860659448351,9.731958644780574,12.244778673300946,0.78,0.75,36.63291401013788,27.83440803132157,0.18706417045922458,0.08072737105654396,0.19842428673464085,0.0961927063332959,0.19273412461033865,0.11475654239631447,,,
5,random_forest,1300,200,normal,12.569963511245694,15.099105722980012,9.76898224268787,12.114873245342395,0.38,0.355,16.827414757543067,11.999777464521545,0.2401357125898918,0.20847151610488104,0.2103277881556068,0.18121908474832094,0.2347579233264423,0.21813882458422323,,,
5,gbt,1300,200,normal,13.544488965400667,16.29300640311049,10.277411875657542,12.758697396279672,0.28,0.28,15.715575952370191,9.138312495903278,0.2711741745119398,0.2447196572721566,0.25455188280858404,0.20978357428889213,0.2843757000056675,0.2699391288423957,,,
6,ridge,1500,200,normal,11.790117739111087,14.55755514175748,8.607680794891705,11.020546581849,0.775,0.77,36.87248526010633,28.293224970206857,0.18476092710484393,0.11950572112067283,0.310277802223609,0.41242702527976544,0.23746677353515427,0.24769873353750962,,,
6,random_forest,1500,200,normal,11.945947858148797,15.014672920103433,8.82774448912199,11.218675401304848,0.42,0.435,16.76571021906946,12.142029360566598,0.21546883473491324,0.1675353147224561,0.3828772605512962,0.47343485565020604,0.3108122279008886,0.4209394074851015,,,
6,gbt,1500,200,normal,12.653686181286906,15.739650849677416,9.46156629327785,11.924655062645073,0.365,0.335,15.180252472458816,9.658077167814952,0.25009726357376877,0.21254651273972883,0.4332905142857596,0.4293816556033821,0.3048866908260227,0.32171924094849114,,,
7,ridge,1700,200,normal,10.775240283752241,13.295791282554667,8.285686014636859,10.641348872057392,0.83,0.795,36.889744753594165,28.270217980847864,0.144737108381885,0.08916039211861615,,,,,,,
7,random_forest,1700,200,normal,11.196268103354978,13.725952539017072,8.449226379419192,10.815102566780741,0.43,0.435,16.58852693765016,12.120280834471709,0.15638412714158897,0.09683361845926487,,,,,,,
7,gbt,1700,200,normal,11.49755510049976,14.096931636508625,8.830918508912111,11.464884920394729,0.42,0.4,15.749722701309711,10.404459719805692,0.17614597838377918,0.15365474566837176,,,,,,,
8,ridge,1900,200,normal,10.86448035352586,13.973586073135017,9.661672631870054,12.367846340959845,0.82,0.75,36.59292693926478,28.14726236820705,0.1897421388156713,0.06522989099629053,,,,,,,
8,random_forest,1900,200,normal,10.86287666392635,13.968132709520066,9.747855098755412,12.48210637881912,0.47,0.42,16.28416373134371,12.050983849444338,0.22190090362670642,0.1651514479920592,,,,,,,
8,gbt,1900,200,normal,12.05572003491987,15.175516684895202,9.972077345261559,12.832214255677279,0.42,0.355,16.27197906277516,11.241714150703533,0.22001522959166941,0.1804695561521027,,,,,,,
9,ridge,2100,200,normal,13.608526938999205,20.280698870119647,9.463029037930824,11.908408881861721,0.81,0.76,36.50139249289928,28.493362666234038,0.17791191329435693,0.06644918852825586,,,,,,,
9,random_forest,2100,200,normal,11.842852145077146,14.675209059427718,9.526283029470529,12.134776085834648,0.38,0.435,16.189122449615823,12.217202963936854,0.19530046284221014,0.1440494842245072,,,,,,,
9,gbt,2100,200,normal,12.994151214718867,16.432475859648367,9.872790748882924,12.612114410377762,0.43,0.395,18.36525767976117,11.933217009876817,0.2117367924123625,0.17460113100537328,,,,,,,
10,ridge,2300,200,normal,11.351551374006013,15.30967130579061,9.238938091931217,11.531418374793256,0.84,0.78,37.76947956911437,28.65777584708449,0.19758400956246633,0.0647389242516531,0.19918018953267608,0.2616872675569543,0.20014376904480172,0.29199854899182837,,,
10,random_forest,2300,200,normal,11.492420380175377,15.312187611603113,9.2803525378441,11.481210161427638,0.46,0.37,16.00874857282986,12.257994544328353,0.23367617310502517,0.19064389597367815,0.20657070879020364,0.22936007731218086,0.19605016435503275,0.2098115553803617,,,
10,gbt,2300,200,normal,12.392203184039158,16.509025409032528,9.813630662090027,11.930991461918174,0.485,0.36,18.678289598078607,12.21331034917307,0.2544565411976846,0.21496993755871946,0.2452647986458455,0.3303769694729756,0.16602721188209504,0.2601813777435099,,,
11,ridge,2500,200,normal,11.041405100164466,14.290368192622777,9.593148294990092,12.500413844673067,0.825,0.755,37.86421075383671,28.723213056505433,0.15916437599063976,0.08583373211015169,0.11697917551355037,0.11886876622983832,0.2186428676850674,0.2766724824904086,,,
11,random_forest,2500,200,normal,10.853051318265063,14.003522490685139,9.92534720012626,12.815618014578664,0.47,0.415,16.081625301969098,12.250991355855883,0.1854592652839851,0.15126983039458491,0.12809828611206067,0.1357934073508528,0.2314022165757203,0.2480495605894249,,,
11,gbt,2500,200,normal,11.257265825074782,14.716527473383957,10.289770448113813,13.340787106464399,0.5,0.405,18.48078489982899,13.347056981426558,0.19737506488841622,0.15172151362772732,0.1560981946399846,0.17543996434617762,0.26541888654077617,0.2727885516727563,,,
