baseline_total_mae,baseline_margin_mae,baseline_total_rmse,baseline_margin_rmse,temporal_total_mae,temporal_margin_mae,temporal_total_rmse,temporal_margin_rmse
7.79642334222074,7.296843337747965,9.683871063747832,9.105399488688333,7.950106929353734,7.781582334970458,9.813795458698461,9.357615245542734
